,0
438,https://www.coursera.org/learn/bioconductor
439,https://www.coursera.org/learn/business-analytics-decision-making
440,https://www.coursera.org/learn/creacion-de-aplicaciones-de-ia-con-las-api-de-watson
441,https://www.coursera.org/learn/google-machine-learning-es
442,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection
443,https://www.coursera.org/learn/python-project-for-data-science
444,https://www.coursera.org/learn/probabilistic-graphical-models-3-learning
445,https://www.coursera.org/learn/financialaccounting
446,https://www.coursera.org/learn/convolutional-neural-networks
447,https://www.coursera.org/learn/estimating-ml-models-financial-impact
448,https://www.coursera.org/learn/dataviz-visual-analytics
449,https://www.coursera.org/learn/quantifying-relationships-regression-models
450,https://www.coursera.org/learn/intro-analyticthinking-datascience-datamining
451,https://www.coursera.org/learn/foundations-data
452,https://www.coursera.org/learn/launching-machine-learning-fr
453,https://www.coursera.org/learn/clinical-predictive-modeling
454,https://www.coursera.org/learn/metodologiya-nauchnyh-issledovanij-kotiki
455,https://www.coursera.org/learn/python-for-data-science
456,https://www.coursera.org/learn/crash-course-in-causality
457,https://www.coursera.org/learn/analytics-tableau
458,https://www.coursera.org/learn/cognitive-solutions-rpa-analytics
459,https://www.coursera.org/learn/python-programming
460,https://www.coursera.org/learn/mobile-health-monitoring-systems
461,https://www.coursera.org/learn/search-engine-optimization
462,https://www.coursera.org/learn/the-data-science-of-health-informatics
463,https://www.coursera.org/learn/iiot-google-cloud-platform
464,https://www.coursera.org/learn/ml-clustering-and-retrieval
465,https://www.coursera.org/learn/ethical-issues-data-science
466,https://www.coursera.org/learn/python-data-pt
467,https://www.coursera.org/learn/practical-machine-learning
468,https://www.coursera.org/learn/reinforcement-learning-in-finance
469,https://www.coursera.org/learn/metodologia-de-la-ciencia-de-datos
470,https://www.coursera.org/learn/multiple-regression-analysis-public-health
471,https://www.coursera.org/learn/understanding-china-history-part-2
472,https://www.coursera.org/learn/excel-intermediate-1-ar
473,https://www.coursera.org/learn/getting-started-with-google-sheets
474,https://www.coursera.org/learn/sas-macro-language
475,https://www.coursera.org/learn/conceptos-basicos-de-excel-para-el-analisis-de-datos
476,https://www.coursera.org/learn/art-science-ml
477,https://www.coursera.org/learn/communicating-business-analytics-results
478,https://www.coursera.org/learn/practicing-sas-programming-certification
479,https://www.coursera.org/learn/first-steps-in-linear-algebra-for-machine-learning
480,https://www.coursera.org/learn/aprendizaje-automatico-con-python
481,https://www.coursera.org/learn/introduction-genomics
482,https://www.coursera.org/learn/strategic-business-analytics-capstone
483,https://www.coursera.org/learn/feature-engineering-fr
484,https://www.coursera.org/learn/inferential-statistical-analysis-python
485,https://www.coursera.org/learn/language-processing
486,https://www.coursera.org/learn/vvedenie-mashinnoe-obuchenie
487,https://www.coursera.org/learn/forensic-accounting
488,https://www.coursera.org/learn/analytics-mysql
489,https://www.coursera.org/learn/measurement-turning-concepts-data
490,https://www.coursera.org/learn/chances-probability-uncertainty-statistics
491,https://www.coursera.org/learn/google-machine-learning-jp
492,https://www.coursera.org/learn/classification-vector-spaces-in-nlp
493,https://www.coursera.org/learn/design-thinking-predictive-analytics-data-products
494,https://www.coursera.org/learn/computational-social-science-methods
495,https://www.coursera.org/learn/stanford-statistics
496,https://www.coursera.org/learn/dataviz-project
497,https://www.coursera.org/learn/linear-regression-r-public-health
498,https://www.coursera.org/learn/text-retrieval
499,https://www.coursera.org/learn/information-theory
500,https://www.coursera.org/learn/streaming-analytics-systems-gcp-es
501,https://www.coursera.org/learn/digital-thread-implementation
502,https://www.coursera.org/learn/convolutional-neural-networks-ru
503,https://www.coursera.org/learn/qualitative-methods
504,https://www.coursera.org/learn/data-science-for-business-innovation
505,https://www.coursera.org/learn/probabilistic-graphical-models
506,https://www.coursera.org/learn/ibm-unsupervised-learning
507,https://www.coursera.org/learn/applying-data-analytics-business-in-finance
508,https://www.coursera.org/learn/intro-tensorflow-jp
509,https://www.coursera.org/learn/analytics-capstone
